English Word,True Transliteration,Predicted Transliteration
susanskrut,सुसंस्कृत,सुसंस्कृत
suhagin,सुहागिन,सुहागिन
soond,सूंड़,सूंड
sund,सूंड़,सूंड
suiyan,सूइयां,सूइयन
sukhati,सूखती,सूखती
sukhti,सूखती,सूखती
sukhakar,सूखाकर,सुखाकर
soochak,सूचक,सूचक
suchak,सूचक,सूचक
sooja,सूजा,सूजा
suja,सूजा,सुजा
suba,सूबा,सुबा
sube,सूबे,सूबे
sooraj,सूरज,सूरज
suraj,सूरज,सुरज
surinaam,सूरीनाम,सुरीनाम
surinama,सूरीनाम,सुरीनामा
suriname,सूरीनाम,सुरीनाम
suryadev,सूर्यदेव,सूर्यादेव
sendha,सेंधा,सेंढा
senvai,सेंवई,सेंवाई
sevai,सेंवई,सेवाई
sensing,सेंसिंग,सेंसिंग
sexual,सेक्सुअल,सेक्सुल
saturday,सेटरडे,सतुर्दय
seti,सेटी,सेती
seto,सेटो,सेतो
seth,सेथ,सेठ
safety,सेफ्टी,सेफ़्टी
semen,सेमिन,सेमेन
semin,सेमिन,सेमिन
self,सेल्फ,सेल्फ
selfie,सेल्फी,सेल्फी
save,सेव,सावे
sev,सेव,सेव
sevakon,सेवकों,सेवकों
sevkon,सेवकों,सेवकों
samuels,सैम्युल्स,सम्यूल्स
celery,सैलरी,सिलेरी
salary,सैलरी,सालानी
sakar,सॉकर,साकार
socar,सॉकर,सोकार
soccer,सॉकर,सॉकर
songs,सॉन्ग्स,सोंग्स
solicitor,सॉलिसिटर,सोलीसिटर
sochane,सोचने,सोचने
sochne,सोचने,सोचने
sonu,सोनू,सोनु
soma,सोमा,सौमा
spma,सोमा,स्प्मा
somi,सोमी,सोमी
soy,सोय,सोय
soya,सोया,सोया
solitaire,सोलिटेयर,सोलीटायर
soharai,सोहराई,सोहराई
sohrai,सोहराई,सोहराय
sohaval,सोहावल,सोहवल
sohawal,सोहावल,सोहवल
saunpane,सौंपने,सौंपने
sonpne,सौंपने,सौन्ने
scala,स्काला,स्केला
skala,स्काला,स्कला
ski,स्की,स्की
scootaron,स्कूटरों,स्कोटरों
scooteron,स्कूटरों,स्कोटरों
skootaron,स्कूटरों,स्कूटरों
scandinavia,स्कैंडिनेविया,स्कैंडीनाविया
scaining,स्कैनिंग,स्कैनिंग
scanning,स्कैनिंग,स्कैनिंग
squash,स्क्वाश,स्क्वाश
squash,स्क्वैश,स्क्वाश
skhalan,स्खलन,स्खलन
stain,स्टैन,स्टेन
stan,स्टैन,स्टन
stop,स्टॉप,स्टॉप
stops,स्टॉप्स,स्टॉप
stone,स्टोन,स्टोन
straws,स्ट्रास,स्ट्रास
stress,स्ट्रास,स्ट्रेस
stra,स्ट्रे,स्ट्रा
stray,स्ट्रे,स्ट्रे
stre,स्ट्रे,स्ट्री
strocks,स्ट्रोक्स,स्ट्रोक्स
strokes,स्ट्रोक्स,स्ट्रोक्स
stan,स्तन,स्टन
stanadhari,स्तनधारी,स्तनधारी
standhaari,स्तनधारी,स्तनधारी
standhari,स्तनधारी,स्तनधारी
sthiti,स्तिथि,स्थैति
stithi,स्तिथि,स्तिथि
stuti,स्तुति,स्टूटी
sthitiyaan,स्थितियां,स्थैतियां
sthitiyan,स्थितियां,स्थैतियां
sthitiyon,स्थितियों,स्थैतियों
sthool,स्थूल,स्थूल
sthul,स्थूल,स्थुल
sthoolta,स्थूलता,स्थूलता
sthulata,स्थूलता,स्थुलता
sneakers,स्नीकर्स,स्नीकर्स
snickers,स्नीकर्स,स्नीकर्स
snikarse,स्नीकर्स,स्नीकार्स
spear,स्पीयर,स्पेयर
spell,स्पेल,स्पेल
spelar,स्पेलर,स्पेलर
speller,स्पेलर,स्पेलर
sprint,स्प्रिट,स्प्रिंट
sprit,स्प्रिट,स्प्रित
spray,स्प्रे,स्प्राय
spry,स्प्रे,स्प्री
sfoorti,स्फूर्ति,स्फूर्ति
sfurti,स्फूर्ति,स्फूर्ति
sphoorti,स्फूर्ति,स्फूर्ति
slide,स्लाइड,स्लाइड
slider,स्लाइडर,स्लाइडर
slaaidon,स्लाइडों,स्लाएडों
slidon,स्लाइडों,स्लाइड़ों
sliders,स्लाइड्स,स्लाइडर्स
slides,स्लाइड्स,स्लाइड्स
slice,स्लाइस,स्लाइस
slash,स्लैश,स्लाश
swaroopon,स्वरुपों,स्वरूपों
swarupon,स्वरुपों,स्वरूपों
swa,स्वा,स्व
swaachaalit,स्वाचालित,स्वाचालित
swachalit,स्वाचालित,स्वचालित
swaarthparak,स्वार्थपरक,स्वार्थपरक
swarthparak,स्वार्थपरक,स्वार्थपरक
swiftlate,स्विफ्टलेट,स्विफ्टेट
swiftlet,स्विफ्टलेट,स्विफ्टलेट
sweekarte,स्वीकारते,स्वीकारते
swikarte,स्वीकारते,स्वीकारते
sweet,स्वीट,स्वीत
sweep,स्वीप,स्वीप
sweccha,स्वेच्छा,स्वेच्छा
swecha,स्वेच्छा,स्वेच्छा
swechha,स्वेच्छा,स्वेच्छा
sweta,स्वेता,स्वेटा
swap,स्वैप,स्वप
swipe,स्वैप,स्वीप
handiya,हंडिया,हैंडिया
handiyaa,हंडिया,हैंडिया
hundiya,हंडिया,हंडिया
hakikat,हकीकत,हाकिकत
haqeeqat,हकीकत,हकीतात
hathiya,हथिया,हठिया
hamala,हमला,हमला
hamla,हमला,हमला
hamalavar,हमलावर,हमलावर
hamlavar,हमलावर,हमलावर
humlavar,हमलावर,हमलावर
hamaal,हमाल,हमाल
hamal,हमाल,हमल
hercules,हरक्यूलिस,हर्कूल्स
hardas,हरदास,हरदास
harpaal,हरपाल,हर्पाल
harpal,हरपाल,हारपाल
harvansh,हरवंश,हारवांश
haraval,हरावल,हरावल
harawal,हरावल,हरावल
hurricane,हरिकेन,हरिकने
harijan,हरिजन,हरिजन
hariyali,हरियाली,हरियाली
harshit,हर्षित,हर्षित
haldi,हल्दी,हल्दी
halla,हल्ला,हॉल्ला
hawamahal,हवामहल,हवामहल
hawalaat,हवालात,हवालात
hawalat,हवालात,हवालात
